1385424000000.0,80.53
1385510400000.0,80.08
1385596800000.0,80.56
1385683200000.0,80.58
1385942400000.0,81.08
1386028800000.0,80.31
1386115200000.0,79.63
1386201600000.0,78.94
1386288000000.0,78.6
1386547200000.0,79.14
1386633600000.0,78.96
1386720000000.0,78.44
1386806400000.0,77.81
1386892800000.0,77.14
1387152000000.0,77.62
1387238400000.0,77.66
1387324800000.0,77.74
1387411200000.0,79.04
1387497600000.0,79.66
1387756800000.0,79.96
1387843200000.0,80.54
1388102400000.0,82.12
1388361600000.0,81.57
1388448000000.0,81.5
1388620800000.0,82.26
1388707200000.0,81.62
1388966400000.0,81.88
1389052800000.0,81.72
1389139200000.0,82.04
1389225600000.0,82.29
1389312000000.0,82.11
1389571200000.0,82.08
1389657600000.0,81.06
1389744000000.0,82.12
1389830400000.0,82.7
1389916800000.0,82.54
1390176000000.0,83.43
1390262400000.0,83.76
1390348800000.0,84.0
1390435200000.0,84.35
1390521600000.0,83.25
1390780800000.0,80.72
1390867200000.0,80.55
1390953600000.0,79.87
1391040000000.0,79.08
1391126400000.0,78.93
1391385600000.0,79.02
1391472000000.0,77.3
1391558400000.0,77.38
1391644800000.0,77.98
1391731200000.0,78.97
1391990400000.0,79.1
1392076800000.0,79.46
1392163200000.0,80.66
1392249600000.0,81.34
1392336000000.0,81.1
1392595200000.0,81.76
1392681600000.0,82.18
1392768000000.0,81.86
1392854400000.0,82.19
1392940800000.0,83.29
1393200000000.0,82.73
1393286400000.0,83.16
1393372800000.0,83.16
1393459200000.0,83.03
1393545600000.0,83.31
1393804800000.0,82.04
1393891200000.0,82.68
1393977600000.0,82.95
1394064000000.0,83.47
1394150400000.0,82.16
1394406000000.0,80.88
1394492400000.0,80.66
1394578800000.0,80.43
1394665200000.0,79.48
1394751600000.0,79.02
1395010800000.0,78.3
1395097200000.0,78.55
1395183600000.0,79.14
1395270000000.0,78.73
1395356400000.0,78.75
1395615600000.0,78.72
1395702000000.0,78.34
1395788400000.0,79.46
1395874800000.0,79.6
1395961200000.0,80.45
1396220400000.0,80.84
1396306800000.0,80.65
1396393200000.0,80.74
1396479600000.0,81.1
1396566000000.0,81.24
1396825200000.0,81.08
1396911600000.0,80.54
1396998000000.0,80.68
1397084400000.0,81.31
1397170800000.0,80.02
1397430000000.0,79.53
1397516400000.0,80.03
1397602800000.0,80.44
1397689200000.0,80.56
1398121200000.0,82.0
1398207600000.0,82.0
1398294000000.0,82.06
1398380400000.0,81.9
1398639600000.0,82.3
1398726000000.0,82.38
1398812400000.0,82.98
1398985200000.0,83.66
1399244400000.0,83.4
1399330800000.0,83.76
1399417200000.0,83.44
1399503600000.0,83.78
1399590000000.0,84.27
1399849200000.0,84.46
1399935600000.0,85.0
1400022000000.0,85.37
1400108400000.0,85.08
1400194800000.0,84.86
1400454000000.0,85.06
1400540400000.0,85.26
1400626800000.0,84.4
1400713200000.0,85.57
1400799600000.0,85.18
1401058800000.0,85.56
1401145200000.0,85.6
1401231600000.0,85.18
1401318000000.0,85.37
1401404400000.0,85.44
1401663600000.0,85.47
1401750000000.0,85.5
1401836400000.0,84.98
1401922800000.0,85.08
1402009200000.0,85.14
1402268400000.0,85.64
1402354800000.0,86.3
1402441200000.0,86.24
1402527600000.0,86.44
1402614000000.0,86.56
1402873200000.0,85.9
1402959600000.0,85.91
1403046000000.0,86.18
1403132400000.0,86.26
1403218800000.0,86.68
1403478000000.0,86.68
1403564400000.0,86.54
1403650800000.0,85.49
1403737200000.0,85.28
1403823600000.0,85.42
1404082800000.0,85.55
1404169200000.0,85.67
1404255600000.0,86.48
1404342000000.0,86.86
1404428400000.0,87.39
1404687600000.0,87.76
1404774000000.0,87.5
1404860400000.0,85.78
1404946800000.0,85.34
1405033200000.0,85.3
1405292400000.0,85.5
1405378800000.0,85.64
1405465200000.0,86.27
1405551600000.0,86.76
1405638000000.0,86.04
1405897200000.0,86.34
1405983600000.0,86.55
1406070000000.0,87.26
1406156400000.0,87.29
1406242800000.0,87.06
1406502000000.0,87.15
1406588400000.0,87.39
1406674800000.0,85.56
1406761200000.0,85.39
1406847600000.0,84.61
1407106800000.0,83.46
1407193200000.0,83.77
1407279600000.0,83.64
1407366000000.0,83.22
1407452400000.0,82.1
